gene_id	baseMean	LFC_T2vsT1	padj_T2vsT1	LFC_T3vsT1	padj_T3vsT1	category	product	temporal_class
SC_RS27805	85.62176644062406	-1.06570501165066	3.8111692073407904e-06	-0.7399903957096554	0.0005646812092827507	Transport	ABC transporter ATP-binding protein	T2-down (transient)
SC_RS27810	22.21740574210347	0.3597808347553918	0.4298726111704023	1.4381021190666294	0.0007618409163378142	Transport	ABC transporter permease	T3-up (late)
SC_RS27995	2449.7310500966823	-2.780546733655637	1.6933231492795484e-43	-2.189619404691599	4.845447262863946e-28	DNA/RNA metabolism	DEAD/DEAH box helicase	Sustained down
SC_RS28000	642.3792127067761	0.0910743154263244	0.7038123981117053	-1.7095226304350897	6.644099704157733e-16	Other	ferritin-like domain-containing protein	T3-down (late)
SC_RS28115	184.6264293300202	-2.613830016730209	2.181625713588452e-30	-1.8786302269437447	4.742125837016969e-19	Regulatory/TF	WhiB family transcriptional regulator	Sustained down
SC_RS28120	151.14260113512896	-2.5146653284592504	2.4471510531047852e-26	-2.317998493934218	6.4404358092660435e-25	Hypothetical	hypothetical protein	Sustained down
SC_RS28125	368.7302334312278	0.6209814103533093	0.0011150582209645	0.3149958312505491	0.0965150614808848	Primary metabolism	ABC1 kinase family protein	Constitutive
SC_RS28130	61.832435375901774	0.2565534030938434	0.4378460614832948	1.0082191316512603	0.0006702329831962145	Other	TOMM precursor leader peptide-binding protein	T3-up (late)
SC_RS28135	134.5241270915957	1.6835237678978676	1.9379888848322778e-13	0.6838181525187113	0.0030295810612959	Stress/Defense	M48 metallopeptidase family protein	T2-up (transient)
SC_RS28140	1489.3146321501883	-0.8052992674612106	0.00013132679630430767	-0.4091770080840206	0.0495974494241163	Other	TerD family protein	Constitutive
SC_RS28145	335.50911659384474	-0.6196044612724715	0.005126857357252	-0.1895330760939224	0.388168304065965	Other	AIM24 family protein	Constitutive
SC_RS28150	650.1829415135999	-0.2725748026409436	0.2844704593530729	-0.0829442679583482	0.7372427936442095	Other	AIM24 family protein	Constitutive
SC_RS28490	910.0394659329536	2.1635516860434203	6.733550014388186e-27	0.1370196712630545	0.5163208245216718	Primary metabolism	zinc-binding dehydrogenase	T2-up (transient)
SC_RS28495	40.29680474191312	-0.4374352332214196	0.1710218867133695	-0.3201035199354638	0.2810856149643728	Other	helix-turn-helix domain-containing protein	Constitutive
SC_RS28500	190.8816719612903	-0.2610743243092209	0.2291105389012642	-0.3446168616279846	0.090461884211824	Stress/Defense	Clp protease N-terminal domain-containing protein	Constitutive
SC_RS28505	266.8554517143431	-1.9434704242724925	5.640516599325769e-20	-1.9491340677795408	8.33208710053782e-21	Regulatory/TF	PadR family transcriptional regulator	Monotonic decreasing
SC_RS28590	15911.47243805919	0.0256621267522534	0.926834250473333	-1.6120418726711228	5.453787318305806e-12	Primary metabolism	multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit	T3-down (late)
SC_RS28595	262.07454408627603	-1.1368632365286009	1.1620560665744359e-07	-1.6715444285569308	5.899184683557389e-15	Primary metabolism	sensor histidine kinase	Monotonic decreasing
SC_RS28600	476.811477745176	-1.0449613077535258	7.020849803489259e-11	-2.022513610277888	1.0224867040521034e-35	Regulatory/TF	response regulator transcription factor	Monotonic decreasing
SC_RS28780	28.190276695796232	1.8518603099722164	9.611333447935728e-05	2.4948021840964487	9.204625738515341e-08	Other	SchA/CurD-like domain-containing protein	Monotonic increasing
SC_RS28785	33.2336871560846	0.1120904796866612	0.8240464307288622	2.8893623043299375	1.9654341709617883e-10	Primary metabolism	FAD-dependent oxidoreductase	T3-up (late)
SC_RS28790	20.448115823987862	-1.66629255550212	0.0022047567693531	0.5305887490959752	0.2110978109535294	Other	patatin-like phospholipase family protein	T2-down (transient)
SC_RS28795	84.24957537043684	-2.056419192420047	4.250765130401458e-15	-1.4273104342638134	1.853679900147758e-09	Regulatory/TF	Lrp/AsnC family transcriptional regulator	Sustained down
SC_RS29130	2776.002545346253	6.884244391100461	1.0916508261256903e-173	6.319928592623709	1.9195467648595294e-146	Primary metabolism	LLM class flavin-dependent oxidoreductase	Sustained up
SC_RS29135	148.3114368242615	1.7786898290321198	6.790500425542615e-15	1.0228177010272277	7.417537919594089e-06	Other	ATP/GTP-binding protein	Sustained up
SC_RS29140	493.3056680447676	-0.4849273217241494	0.0069819241310234	-1.0407481464657933	2.8277515365682155e-09	Transport	ABC transporter permease subunit	T3-down (late)
SC_RS29145	1181.5062358131945	-1.0078859945601533	5.357025915926843e-07	-1.6141904284268611	6.813585728353982e-16	Transport	ABC transporter ATP-binding protein	Monotonic decreasing
SC_RS29150	174.25589637764014	1.323384364390464	1.2916927622900446e-09	0.3214066413258736	0.1486857328955433	Transport	ABC transporter permease	T2-up (transient)
SC_RS29615	340.8004773105636	-1.601111472190375	1.966583974489119e-16	-2.3962828308923494	3.790918700116769e-34	Other	cysteine desulfurase family protein	Monotonic decreasing
SC_RS29620	227.33537784811372	0.2386714845514413	0.3129740144841938	0.0258174134945124	0.9131705354816936	Other	N-acetylmuramoyl-L-alanine amidase	Constitutive
SC_RS29640	254.71680153580303	1.0316045750134848	1.9396074736290325e-08	-0.4040838266411629	0.0328146996655964	Other	LOG family protein	T2-up (transient)
SC_RS29990	700.9677225781304	-1.655426744475886	6.006213396041012e-12	-1.956533490735315	3.291167070556701e-16	Regulatory/TF	HU family DNA-binding protein	Monotonic decreasing
SC_RS29995	25.355155798853783	-0.8454809643087872	0.0370171329046627	-1.216139481865513	0.0022893951550449	Hypothetical	hypothetical protein	T3-down (late)
SC_RS30000	105.50545712738892	-0.6416672529082009	0.0052160329773971	-0.9695116493555698	1.3957198024295689e-05	Primary metabolism	2-phospho-L-lactate guanylyltransferase	Constitutive
SC_RS30005	645.7427895718533	-0.05227579223117	0.8112374317691354	-1.7692572379476286	6.49793514206415e-20	Primary metabolism	lysophospholipid acyltransferase family protein	T3-down (late)
SC_RS30010	326.4369332876452	-0.510023718532572	0.0144562838131389	-1.944433936780467	1.219290176271192e-20	Primary metabolism	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	T3-down (late)
SC_RS30370	255.99802699530915	3.8153831734280215	1.203635671466102e-56	3.844168880576587	4.852310956398186e-58	Other	FxSxx-COOH system tetratricopeptide repeat protein	Monotonic increasing
SC_RS30375	184.48586785676608	-0.146427519868951	0.6797913046327887	3.4819803858603753	2.0877374523703396e-30	Other	IS5-like element IS1648 family transposase	T3-up (late)
SC_RS30730	585.0113457644326	-1.988490608616551	4.887577003360365e-22	-2.394166132211022	1.583035337911328e-31	Translation	ribosome maturation factor RimP	Monotonic decreasing
SC_RS30735	2423.8388138798905	-2.187711530672975	6.2962057274224796e-27	-2.9344531320591916	4.596771262217652e-47	Other	transcription termination factor NusA	Monotonic decreasing
SC_RS30740	3827.231989444791	-1.5981108507454236	1.5010534014992992e-14	-1.2632732293883302	1.005606827481495e-09	Other	YlxR family protein	Sustained down
SC_RS30745	21098.975868441245	-2.4207143699139007	4.930300299547859e-30	-2.433154409296338	3.0830055350180614e-30	Translation	translation initiation factor IF-2	Monotonic decreasing
SC_RS30765	591.894399589032	-1.872101191834901	5.315086257435491e-24	0.8966251097856693	1.813524026053953e-07	Stress/Defense	trypsin-like peptidase domain-containing protein	T2-down (transient)
SC_RS30825	478.1286405390156	-0.2196442279903744	0.25674045258613	-0.6335407339975506	0.00047064324462215714	Stress/Defense	type VII secretion-associated serine protease mycosin	Constitutive
SC_RS30830	1328.6715695018147	1.2983088076367149	3.467999946817258e-09	0.5232741092725675	0.0171692522179713	Other	DUF397 domain-containing protein	T2-up (transient)
SC_RS30835	799.8395581832451	0.7646799254500393	0.00018932537876456928	-0.3634850715042499	0.0757259662665357	Other	WXG100 family type VII secretion target	Constitutive
SC_RS31220	3051.440207636604	-0.0956116339892606	0.70759906818797	-0.0880274024897636	0.7105651706049727	Other	GTPase HflX	Constitutive
SC_RS31225	768.9192949571518	-1.1414255708899677	4.320881586623442e-06	-1.0073534957421333	4.264615925246502e-05	Stress/Defense	trypsin-like serine peptidase	Sustained down
SC_RS31230	1163.5660100771456	-0.5457764164904905	0.0254771048130653	-0.863763773058179	0.0002710133778312984	Stress/Defense	trypsin-like serine peptidase	Constitutive
SC_RS31235	101.40023513726447	3.011069618859673	7.727805051639364e-23	3.4926485341801503	3.68367505929124e-31	Primary metabolism	aminotransferase class III-fold pyridoxal phosphate-dependent enzyme	Monotonic increasing
SC_RS31320	71.73998108692645	-0.4295601667822921	0.1439325474336039	-0.3045516117040443	0.2720265341405963	Other	DUF4192 domain-containing protein	Constitutive
SC_RS31325	125.46249186035908	0.0067499322290565	0.9790279470295788	-0.4891083168347147	0.0202083369507408	Primary metabolism	NUDIX hydrolase	Constitutive
SC_RS31330	74.69764149121072	0.0459665884318983	0.894410388984745	0.6415644167613614	0.0253715530887003	Transport	ABC transporter ATP-binding protein	Constitutive
SC_RS32830	24.945679856664203	0.0195774904264796	0.9668856208684764	-0.135179075841112	0.73702510573003	Other	copper homeostasis protein CutC	Constitutive
SC_RS32835	92.11662158962568	0.6817875092679442	0.0035794224050267	0.2883934576820183	0.2153401531005852	Regulatory/TF	AraC family transcriptional regulator	Constitutive
SC_RS33000	86.11812318032078	1.6675851228723275	8.80267769295731e-12	1.2591295920457577	2.004995696074039e-07	Other	DNA-3-methyladenine glycosylase 2 family protein	Sustained up
SC_RS33005	86.53707676949944	2.1340538676434004	1.0204896352753905e-13	2.0209227119878963	9.48383063841649e-13	DNA/RNA metabolism	methylated-DNA--[protein]-cysteine S-methyltransferase	Sustained up
SC_RS33010	41.774102598079786	-0.5252213635915846	0.1377611676012421	0.4059949116967634	0.20516703237455	Other	DUF456 domain-containing protein	Constitutive
SC_RS33050	36.99631217415593	-0.2332092092660754	0.6047508110504137	2.0005469458018266	8.268516798947034e-07	Other	protein translocase subunit SecD	T3-up (late)
SC_RS33615	2298.6083385117036	5.265716288589459	2.3152812076547697e-115	4.409830947273973	2.957292583873645e-81	Primary metabolism	thioester reductase domain-containing protein	Sustained up
SC_RS33650	3262.8934472823967	7.349693532232767	1.8256821576326673e-182	5.604222885463166	2.1361267484669171e-106	Regulatory/TF	AfsR/SARP family transcriptional regulator	Sustained up
SC_RS33655	629.1482133930253	7.369566305754718	4.456540981896763e-78	6.821213140047172	4.5619361180323114e-67	Primary metabolism	FAD-binding oxidoreductase	Sustained up
SC_RS33660	35521.89782448971	14.040605812353284	4.838748494724326e-164	13.806766191430931	2.1569775189007972e-158	Primary metabolism	SDR family oxidoreductase	Sustained up
SC_RS33780	35.09056869469444	0.4735198965059716	0.1494833962773854	0.4076213657174534	0.1886734741523539	Other	cyclase family protein	Constitutive
SC_RS33785	36.36637290337758	0.8224464988402577	0.0168767443615241	0.8215554947598157	0.0127036166358395	Primary metabolism	fumarylacetoacetate hydrolase family protein	Constitutive
SC_RS33890	16.361487721347334	-0.0715067840363555	0.8952968385359763	1.663598469553404	0.0006527430920122184	Hypothetical	hypothetical protein	T3-up (late)
SC_RS33895	75.3074724374326	1.2456809977015784	3.2118275643664055e-05	2.677945630426972	3.792642255000653e-21	Regulatory/TF	LuxR C-terminal-related transcriptional regulator	Monotonic increasing
SC_RS34085	93.60345265645506	1.8937686085226184	2.2236990707778272e-08	2.383599242927145	9.079180404451979e-13	Other	fasciclin domain-containing protein	Monotonic increasing
SC_RS34090	32.7297276753453	0.6660258954689104	0.0863402084464408	1.258111121603549	0.0006464407333309891	Hypothetical	hypothetical protein	T3-up (late)
SC_RS34095	34.95268961644342	0.4570944770252662	0.2732296247512821	1.6494041145017233	2.977148626757364e-05	Other	ricin-type beta-trefoil lectin domain protein	T3-up (late)
SC_RS34365	91.469386802433	3.478249952493037	9.431005174226136e-13	5.289694647126408	3.367756368013387e-28	Other	lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein	Monotonic increasing
SC_RS34370	42.972277176650145	2.510938440954873	1.1216720872813012e-06	4.220934863924954	8.002651146545501e-17	Other	cupin domain-containing protein	Monotonic increasing
SC_RS34375	70.10245941248746	2.993914885900866	1.9448925644705372e-11	4.724539933433612	2.127694918029241e-27	DNA/RNA metabolism	class I tRNA ligase family protein	Monotonic increasing
SC_RS34380	63.47159308909889	2.240624150193166	2.8172336720896662e-08	3.85792315220664	6.648377745813073e-23	Other	ATP-grasp domain-containing protein	Monotonic increasing
SC_RS34385	327.5756127683001	1.411811924327942	3.128063898367043e-12	0.3727640264887075	0.0698251766692244	Other	diaminopimelate decarboxylase	T2-up (transient)
SC_RS34390	233.49864857923103	-0.002102916395935	0.9914177713394958	-0.9257280827378652	6.685062191379471e-06	Other	cold-shock protein	Constitutive
SC_RS34395	237.3380057274362	2.0382768299699157	5.464071878588983e-10	5.338567911876255	7.390791286182228e-65	Secondary metabolism	(5-formylfuran-3-yl)methyl phosphate synthase	Monotonic increasing
SC_RS34400	115.12404709799688	1.709458962904772	4.634015366488878e-05	5.456028225347924	2.1517589394958916e-43	Primary metabolism	aldehyde dehydrogenase family protein	Monotonic increasing
SC_RS35030	198.07454663326587	0.2058136916613199	0.5724737007937587	5.001076647337842	5.046755503368974e-65	Transport	sugar ABC transporter ATP-binding protein	T3-up (late)
SC_RS35035	149.7298106065598	0.7644316238677641	0.0635068150644191	5.385078623304847	6.065332565315337e-45	Transport	ABC transporter permease	T3-up (late)
SC_RS35040	658.3485081436082	1.1628169696997863	0.0012318901589508	6.826486136705609	3.6227546844786153e-88	Other	substrate-binding domain-containing protein	Monotonic increasing
SC_RS35045	286.0468294435549	1.3759358146505645	3.2460379755314317e-05	5.863188739735583	3.5905418332596825e-83	Other	Gfo/Idh/MocA family protein	Monotonic increasing
SC_RS35470	328.99405762539857	-1.543609020775659	4.827532546770855e-16	-2.166150710078021	8.071045470666316e-30	Primary metabolism	membrane-associated oxidoreductase	Monotonic decreasing
SC_RS35475	1150.6354709232028	-0.5383801556251251	0.0220628992706353	-1.73228287338052	6.185142694077e-14	Primary metabolism	phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating)	T3-down (late)
SC_RS35480	1141.80911555756	-0.8591103676289408	0.000439030947168274	-2.169737328534347	2.9617491690041564e-19	Primary metabolism	glucose-6-phosphate isomerase	T3-down (late)
SC_RS35850	333.79383576564067	1.200980311875973	5.7444954663988277e-11	0.9773172911879814	7.92024758795214e-08	Primary metabolism	3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein	T2-up (transient)
SC_RS35855	38.95552398718815	-0.6865194575835192	0.0405776491643274	0.0098158461370182	0.9767833626804868	Regulatory/TF	MerR family transcriptional regulator	Constitutive
SC_RS35860	151.29283777206422	-0.9360860024619344	7.29903353542738e-06	-1.0259376584047948	4.261614184857219e-07	Transport	amino acid permease	T3-down (late)
SC_RS35865	124.51226712218516	-1.6857069498247228	4.4322096879121034e-14	-2.1841635403252546	1.4242549333522997e-22	Other	macro domain-containing protein	Monotonic decreasing
SC_RS35870	1794.1659598009865	5.13171106510998	1.2296013259676672e-76	2.1319905981205016	1.3001684834570631e-14	Stress/Defense	M1 family metallopeptidase	Sustained up
SC_RS36160	195.77318483213813	8.613729998910499	1.2829150770222701e-23	7.0146940300540335	2.1998221517964552e-16	Other	DUF742 domain-containing protein	Sustained up
SC_RS36165	601.4363125354544	9.314015965220667	4.237625460685201e-50	7.76165286843727	2.1766643705166168e-35	Other	GTP-binding protein	Sustained up
SC_RS36170	332.7978627254791	9.414513547059054	2.5224547737850324e-28	7.755789288261166	6.145318331449808e-20	Other	GAF domain-containing protein	Sustained up
SC_RS36175	188.41076094046565	-0.8888931337439416	5.292671705988989e-05	-2.4495438440989323	1.7573206293232455e-26	Primary metabolism	L-threonine 3-dehydrogenase	T3-down (late)
SC_RS36180	211.2035760073349	0.0857125314465362	0.7183239306475924	-1.854527777109242	4.5830712122492634e-17	Primary metabolism	glycine C-acetyltransferase	T3-down (late)
SC_RS36185	149.55858436643632	-1.6851029438469238	2.3455392698371083e-14	-2.474998585016321	5.169524841348439e-28	Regulatory/TF	LysR family transcriptional regulator	Monotonic decreasing
SC_RS36440	19.01238068287221	0.733633567133252	0.2096705883651611	3.7811954493751614	1.2733756466542232e-08	Other	type IV secretory system conjugative DNA transfer family protein	T3-up (late)
SC_RS36505	72.93078882821344	-0.7686135829651217	0.0023496630544157	-0.941422101261339	0.00010785186042517384	Other	effector-associated constant component EACC1	Constitutive
SC_RS36510	6.821771610560827	0.3841207220856784	0.5251986529394278	3.232668114674345	0.0001383267819194702	Hypothetical	hypothetical protein	T3-up (late)
SC_RS36515	20.776913539790403	-0.6517988148911491	0.2271156858547034	2.371870096104639	1.3270477535898764e-06	Hypothetical	hypothetical protein	T3-up (late)
SC_RS36520	11.88564744025974	-0.3545120676296365	0.5638728626728284	3.8063926216371606	2.1102518542506727e-07	Other	AAA family ATPase	T3-up (late)
SC_RS36625	8.74343930212025	-0.1882872859041384	0.740332550796665	4.803013164577281	9.397164858658295e-06	DNA/RNA metabolism	DNA-methyltransferase	T3-up (late)
SC_RS36690	12.842035406158429	-0.1232595761769209	0.8363904570480413	4.890834999200991	1.5760893217861499e-07	Other	ATP-binding protein	T3-up (late)
SC_RS36695	14.26791679770532	-0.7127205825559454	0.19883989367352	1.8699518197571916	0.00012665218694146144	Transport	MFS transporter	T3-up (late)
SC_RS36740	75.87858041561617	2.2759538756478426	1.230840191169196e-13	2.862131911957602	1.0828777493014348e-21	Hypothetical	hypothetical protein	Monotonic increasing
SC_RS38215	122.78045704451344	-1.3783462510027364	1.7579910677638228e-10	-1.9925691881266956	5.600532842509115e-20	Primary metabolism	nitroreductase family deazaflavin-dependent oxidoreductase	Monotonic decreasing
SC_RS38220	51.28699794721146	-0.0817643854136722	0.7962778188175238	-0.3627576557042627	0.1886734741523539	Regulatory/TF	MarR family winged helix-turn-helix transcriptional regulator	Constitutive
SC_RS38810	179.73607419075998	0.7954036111932217	2.900007052470368e-05	0.3340767052215465	0.0793670393406436	Primary metabolism	NAD(P)/FAD-dependent oxidoreductase	Constitutive
SC_RS39280	24.20639668029972	-0.2359406968889069	0.6627329096905761	2.861786112635902	2.7372488230009585e-08	Other	enolase C-terminal domain-like protein	T3-up (late)
SC_RS40600	68.76704621563539	-0.0312089209617709	0.9481176172370216	3.206629852453585	1.7528239636260438e-13	Secondary metabolism	non-ribosomal peptide synthetase	T3-up (late)
SC_RS40845	137.33377266601107	0.1733400117687666	0.4412531106486213	-0.6195055955892386	0.003072202132557	Hypothetical	hypothetical protein	Constitutive
